station,lat,long,zone,postcode,type
Ladbroke Grove,51.51721033175281,-0.21019816989179294,2,W10 6HJ,tube
Ladywell,51.456192106185256,-0.019244401125486595,3,SE13 7XB,tube
Lambeth North,51.49912976538859,-0.11176826046020598,1,SE1 7XG,tube
Lancaster Gate,51.511890658328326,-0.17542992678979158,1,W2 4QH,tube
Langdon Park,51.51888391608367,-0.015213798947704839,2,E14 6NW,tube
Langley,51.50806077346535,-0.541770556061928,,SL3 6DB,tube
Latimer Road,51.51395774487751,-0.21745966331724165,2,W10 6SZ,tube
Lea Bridge,51.56663620385152,-0.03668315766277238,3,E10 7PG,tube
Lebanon Road,51.37519886025052,-0.08497364875981667,"3,4,5,6",CR0 6SF,tube
Lee,51.449458544442464,0.013364692382120524,3,SE12 9JG,tube
Leicester Square,51.51129097417173,-0.12824214662980674,1,WC2H 0AP,tube
Lewisham,51.46488069551227,-0.012432700898009246,"2,3",SE13 7RY,tube
Leyton,51.55813226231266,-0.006465331580603041,3,E10 5PS,tube
Leyton Midland Road,51.56936422878631,-0.008066347430350757,3,E10 6JT,tube
Leytonstone,51.56852230672617,0.009140451957061277,"3,4",E11 1HE,tube
Leytonstone High Road,51.563807360364464,0.008254468835955844,3,E11 4RE,tube
Limehouse,51.51231210167662,-0.03938007766249374,2,E14 7JD,tube
Liverpool Street,51.51759813225402,-0.08224962188885442,1,EC2M 7PR,tube
Lloyd Park,51.36427540535568,-0.08074627269808782,"3,4,5,6",CR0 5RA,tube
London Bridge,51.50467420930433,-0.08600559774813961,1,SE1 2SW,tube
London City Airport,51.503689745247414,0.04787271558352588,3,E16 2DS,tube
London Fields,51.54071874924931,-0.057699686220921656,2,E8 3PH,tube
Loughborough Junction,51.46667873454398,-0.10249734093063136,2,SW9 8SA,tube
Loughton,51.641570570828016,0.055279079287447894,6,IG10 4PD,tube
Lower Sydenham,51.42484679051851,-0.033330341481054016,4,SE26 5AU,tube
Maida Vale,51.529994755621196,-0.18543264493585596,2,W9 1JS,tube
Maidenhead,51.518667426954124,-0.7226749105747798,,SL6 1EW,tube
Malden Manor,51.38460911046991,-0.2611204124317338,4,KT3 5PN,tube
Manor House,51.570746986190926,-0.09568497573192744,"2,3",N4 1BZ,tube
Manor Park,51.55285442759388,0.04572387018697303,"3,4",E12 5EP,tube
Mansion House,51.5120915984511,-0.09419765724378423,1,EC4N 6JD,tube
Marble Arch,51.51396523465938,-0.15857121479275763,1,W1C 2JS,tube
Maryland,51.54566828299751,0.005681654184252551,3,E15 1SA,tube
Marylebone,51.52239640326536,-0.16349256231091294,1,NW1 6JJ,tube
Maze Hill,51.48301366443111,0.0032048968185599933,3,SE10 9XG,tube
Meridian Water,51.60831170899128,-0.05095990638439402,4,N18 3HF,tube
Merton Park,51.41339128096901,-0.2013420288124167,"3,4,5,6",SW19 3HA,tube
Mile End,51.525310919564504,-0.0326660842711517,2,E3 4DH,tube
Mill Hill Broadway,51.6128707220669,-0.24953706487303023,4,NW7 2JU,tube
Mill Hill East,51.60831630368604,-0.20989571031440662,4,NW7 1BS,tube
Mitcham,51.397488336519444,-0.17087164547873002,"3,4,5,6",CR4 4BD,tube
Mitcham Eastfields,51.408383659999,-0.154001717426646,3,CR4 2ND,tube
Mitcham Junction,51.39304231241258,-0.15743664222558937,4,CR4 4HN,tube
Monument,51.51063027735101,-0.0861883132610571,1,EC4R 9AA,tube
Moor Park,51.62992995953362,-0.4329130164958966,"6,7",HA6 2JQ,tube
Moorgate,51.51843699583112,-0.08901768741961913,1,EC2M 6TX,tube
Morden,51.40218564474951,-0.1948519795190437,4,SM4 5AZ,tube
Morden Road,51.408871575514766,-0.19280567509339624,"3,4,5,6",SW19 3BX,tube
Morden South,51.39630737175914,-0.2003015597212806,4,SM4 5AN,tube
Mornington Crescent,51.53436199274684,-0.13874434872471417,2,NW1 2JA,tube
Mortlake,51.46816750082646,-0.2672033097597616,3,SW14 8LN,tube
Motspur Park,51.395319236610256,-0.23943974264133794,4,KT3 6JJ,tube
Mottingham,51.43982506175577,0.05032420232974115,4,SE9 4EN,tube
Mudchute,51.491236163479066,-0.01495994488107933,2,E14 9UW,tube
Neasden,51.554627310041155,-0.2501150416936122,3,NW10 1PH,tube
New Addington,51.34259048309321,-0.01738332706935074,"3,4,5,6",CR0 0DE,tube
New Barnet,51.64853648940239,-0.17296971228475674,5,EN5 1QT,tube
New Beckenham,51.41670549342136,-0.03530494925080498,4,BR3 1QW,tube
New Cross,51.47642936493697,-0.03227881144505215,2,SE14 6LD,tube
New Cross Gate,51.475264866034166,-0.039529051848319986,2,SE14 6AR,tube
New Eltham,51.43769077832163,0.07044461868946926,4,SE9 2AB,tube
New Malden,51.4035554892389,-0.25621810234155296,4,KT3 4PX,tube
New Southgate,51.61409343513603,-0.14300977485816477,4,N11 1QH,tube
Newbury Park,51.57563850646377,0.09030315819789672,4,IG2 7RN,tube
Nine Elms,51.48000104922924,-0.12850098283072034,1,SW8 2NA,tube
Norbiton,51.41190888768759,-0.28419994319310604,5,KT2 7AZ,tube
Norbury,51.41118830417269,-0.12279940097347328,3,SW16 3RW,tube
North Acton,51.523432004609894,-0.2597295239222282,"2,3",W3 6UP,tube
North Dulwich,51.45448166721483,-0.08791868027372894,"2,3",SE21 7BX,tube
North Ealing,51.51762181807098,-0.28899354775317115,3,W5 3AF,tube
North Greenwich,51.5002551610895,0.003586259125950833,"2,3",SE10 0PH,tube
North Harrow,51.58463070784392,-0.3626329855990683,5,HA2 7SR,tube
North Sheen,51.46541914451982,-0.28639746196940996,3,TW9 4QA,tube
North Wembley,51.56239579644328,-0.30394821391329097,4,HA0 3NT,tube
Northfields,51.50049115689572,-0.31506481298857175,3,W13 9QU,tube
Northolt,51.54821230018008,-0.3684405875976204,5,UB5 4AA,tube
Northolt Park,51.55761846530492,-0.35943418885315115,5,UB5 4XE,tube
Northumberland Park,51.60201564713907,-0.05413202547173207,3,N17 0HY,tube
Northwick Park,51.578508169653034,-0.3181993860133686,4,HA3 0AT,tube
Northwood,51.611212919581355,-0.42383777619581775,6,HA6 2XL,tube
Northwood Hills,51.600801977914315,-0.40931134805689284,6,HA6 1NZ,tube
Norwood Junction,51.39695420145057,-0.07520985620618181,4,SE25 5AG,tube
Notting Hill Gate,51.50937501801177,-0.19592161622639087,"1,2",W11 3HT,tube
Nunhead,51.466579898861724,-0.05367974248045391,2,SE15 3XE,tube
Oakleigh Park,51.63767609370897,-0.16619496499383593,4,EN5 1BU,tube
Oakwood,51.64763774735996,-0.1318535388133937,5,N14 4UT,tube
Ockendon,51.52199012375081,0.29048348002345253,7,RM15 6PD,tube
Old Street,51.525581330743044,-0.08762295738735129,1,EC1V 9NR,tube
Orpington,51.373520195924534,0.08902890193883431,6,BR6 0SX,tube
Osterley,51.48121623575927,-0.3520960888490031,4,TW7 4PU,tube
Oval,51.48141241737747,-0.11332107512133172,2,SE11 4PP,tube
Oxford Circus,51.51522317440166,-0.1408361701333405,1,W1C 2JS,tube
Paddington,51.51539350022652,-0.17573675026577226,1,W2 1RH,tube
Palmers Green,51.61878657015084,-0.11027249932298475,4,N13 4PN,tube
Park Royal,51.526833556086295,-0.28492891296710476,3,W5 3EL,tube
Parsons Green,51.47495982565945,-0.20112449001225277,2,SW6 4HU,tube
Peckham Rye,51.46951125269604,-0.06998355290619437,2,SE15 5DQ,tube
Penge East,51.419975262275884,-0.0544952646379757,4,SE20 7BQ,tube
Penge West,51.41806283133318,-0.06064576434263841,4,SE20 8NU,tube
Perivale,51.53634129467288,-0.3230704159011666,4,UB6 7NP,tube
Petts Wood,51.38859911569542,0.07448003010016278,5,BR5 1LZ,tube
Phipps Bridge,51.403376431529686,-0.18229678694821205,"3,4,5,6",CR4 3QN,tube
Piccadilly Circus,51.50969653217059,-0.13371159615907627,1,W1J 9HS,tube
Pimlico,51.48955264664939,-0.13310825739138485,1,SW1V 2JA,tube
Pinner,51.59236105660715,-0.38122378173761046,5,HA5 5LZ,tube
Plaistow,51.53128836681778,0.017780641996985185,3,E13 0DY,tube
Plumstead,51.48979256526223,0.08429961697091634,4,SE18 7EA,tube
Ponders End,51.642730637439406,-0.03452510445986845,5,EN3 4LA,tube
Pontoon Dock,51.502216272914424,0.03332570754892505,3,E16 2SB,tube
Poplar,51.507588044837625,-0.017275493292517402,2,E14 0DS,tube
Preston Road,51.57210324779927,-0.29497200748306684,4,HA3 0PS,tube
Prince Regent,51.50943460724026,0.03348857411467715,3,E16 3HE,tube
Pudding Mill Lane,51.534327836050565,-0.012768511944547117,"2,3",E15 2PH,tube
Purfleet,51.48117339669361,0.23677483909718777,7,RM16 1PL,tube
Purley,51.337363370371314,-0.1136135170910838,6,CR8 2AP,tube
Purley Oaks,51.34698918049688,-0.09881533250056317,6,CR2 0ND,tube
Putney,51.46095217815324,-0.21660337079246245,"2,3",SW15 1RT,tube
Putney Bridge,51.46786499705636,-0.20936541430195443,2,SW6 3UH,tube
Queens Park,51.53431231776354,-0.20479814695067167,2,NW6 6HJ,tube
Queens Road Peckham,51.47428461792391,-0.05735497866902937,2,SE15 2JR,tube
Queensbury,51.59388250931327,-0.286331592620629,4,HA8 5NP,tube
Queenstown Road,51.47495888831451,-0.1473553108451531,2,SW8 3RX,tube
Queensway,51.51044892854765,-0.1874199010483689,1,W2 4SS,tube
Rainham,51.517340830335705,0.1906919776381577,6,RM13 9YH,tube
Ravensbourne,51.41387036990734,-0.006937815529845742,4,BR3 5HE,tube
Ravenscourt Park,51.494067596546,-0.23596922986014346,2,W6 0UG,tube
Rayners Lane,51.575396127388515,-0.37106080574871114,5,HA5 5EG,tube
Raynes Park,51.409374971183624,-0.22991293627460938,4,SW20 8NE,tube
Reading,51.458784566812625,-0.9718776209963325,,RG1 1LZ,tube
Rectory Road,51.55876336735922,-0.06838566445429543,2,N16 7QB,tube
Redbridge,51.576366994360605,0.045394044087077395,4,IG4 5BG,tube
Reedham,51.33144151324279,-0.12340262353472173,6,CR8 2DG,tube
Reeves Corner,51.375277028630975,-0.10637977757836906,"3,4,5,6",CR0 1XP,tube
Regents Park,51.523810437772845,-0.1453444097205957,1,NW1 5HA,tube
Richmond,51.46323239395917,-0.30173912870492936,4,TW9 2AZ,tube
Rickmansworth,51.640322241933696,-0.4736845710128753,7,WD3 1QY,tube
Riddlesdown,51.332674670332864,-0.09949366690815283,6,CR8 1HN,tube
Roding Valley,51.61695652081232,0.04402620712663845,4,IG9 6LN,tube
Romford,51.57464189428389,0.18305527427580953,6,RM1 1SX,tube
Rotherhithe,51.501594420702716,-0.0529662962549398,2,SE16 4LF,tube
Royal Albert,51.50849394631005,0.045177145189641374,3,E16 2QD,tube
Royal Oak,51.5182940459234,-0.18882367154685417,2,W2 6ET,tube
Royal Victoria,51.50905526715448,0.017965412588985888,3,E16 1DE,tube
Ruislip,51.572161233876166,-0.4212349155921323,6,HA4 8LD,tube
Ruislip Gardens,51.55995951052218,-0.40929410137403394,5,HA4 6LG,tube
Ruislip Manor,51.573450901149116,-0.41284934443184823,6,HA4 9AA,tube
Russell Square,51.523012836646224,-0.12459019687261923,1,WC1N 1LG,tube
Sanderstead,51.34824610257355,-0.09370849954893394,6,CR2 0PL,tube
Sandilands,51.37502214682385,-0.0780265894240146,"3,4,5,6",CR0 5PN,tube
Selhurst,51.392185625136364,-0.08989903662310264,4,SE25 6LL,tube
Seven Kings,51.56399351215581,0.09631957529138686,4,IG3 8RE,tube
Seven Sisters,51.58336204399537,-0.07246682251889108,3,N15 5LA,tube
Shadwell,51.511300064669385,-0.05691920694185812,2,E1 2QE,tube
Shenfield,51.630873639892386,0.32995227076530625,7,CM15 8JD,tube
Shepherds Bush,51.504531795613886,-0.2185191566688487,2,W12 8LH,tube
Shepherds Bush Market,51.50588033819017,-0.22740049041020913,2,W12 7JD,tube
Shoreditch High Street,51.523466695343075,-0.07708742433139697,1,E1 6AW,tube
Shortlands,51.40560237398424,0.0027675443897766973,4,BR2 0JA,tube
Sidcup,51.43439862959479,0.10331535971945431,5,DA15 7AW,tube
Silver Street,51.61524236180803,-0.07258974125866192,4,N18 1QX,tube
Slade Green,51.46774797004993,0.19051838969715912,6,DA8 2NX,tube
Sloane Square,51.492359510480554,-0.15648885605702362,1,SW1W 8BB,tube
Slough,51.51187888370566,-0.5915248252758044,,SL1 1XW,tube
Snaresbrook,51.58089131157066,0.021463927810755047,4,E11 1QE,tube
South Acton,51.49968538827372,-0.27021520326622445,3,W3 0DS,tube
South Bermondsey,51.48767652828431,-0.05475482106707225,2,SE16 2PL,tube
South Croydon,51.36275004887511,-0.09251736279417738,5,CR2 7PA,tube
South Ealing,51.50164352033085,-0.30704023946122333,3,W5 4QB,tube
South Greenford,51.53402700823884,-0.33673747540350063,4,UB6 2WE,tube
South Hampstead,51.54147655809487,-0.17837119811462532,2,NW8 0DJ,tube
South Harrow,51.56467959482167,-0.35189396373160503,5,HA2 8HN,tube
South Kensington,51.494071083255236,-0.17392302133763954,1,SW7 2NB,tube
South Kenton,51.571043947551274,-0.3081429717620929,4,HA9 8QT,tube
South Merton,51.403240220781235,-0.2055502988870153,4,SW20 9JT,tube
South Quay,51.50086357890648,-0.018460692665022115,2,E14 9SH,tube
South Ruislip,51.55688965147795,-0.3991159010068219,5,HA4 6TP,tube
South Tottenham,51.580402471228126,-0.0718559563059047,3,N15 6ND,tube
South Wimbledon,51.41536039779992,-0.19197454409905726,"3,4",SW19 1DE,tube
South Woodford,51.59155266475493,0.02794307837440943,4,E18 1JJ,tube
Southall,51.50595629378949,-0.3787111814415624,4,UB2 4AA,tube
Southbury,51.648433641300066,-0.05298331040026236,5,EN3 4HW,tube
Southfields,51.44488297741004,-0.20660938309093127,3,SW18 5RJ,tube
Southgate,51.63237564173069,-0.1277700463078405,4,N14 5BH,tube
Southwark,51.50385344972166,-0.1057949389250921,1,SE1 8NW,tube
St Helier,51.38991183992137,-0.19901458965509025,4,SM4 6SF,tube
St James Street,51.580608613025774,-0.03280456167946685,3,E17 7PJ,tube
St Johns,51.46897525930413,-0.023240661806141462,2,SE8 4EW,tube
St Margarets,51.4552054673299,-0.3213242418672531,4,TW1 2LH,tube
St Mary Cray,51.39475958639216,0.10721790023828982,6,BR5 3SN,tube
St Pancras,51.5305541987497,-0.12550578105978247,1,NW1 2QP,tube
St. James's Park,51.49960957772611,-0.13387875434112476,1,SW1H 0BD,tube
St. Johns Wood,51.53485412839329,-0.1740648386620702,2,NW8 6DN,tube
St. Pauls,51.514835138739876,-0.09757100011698537,1,EC2V 6AA,tube
Stamford Brook,51.49444956856966,-0.24524630602792208,2,W6 0SB,tube
Stamford Hill,51.57444748083396,-0.07666834157285661,3,N16 5AG,tube
Stanmore,51.619672950483576,-0.3030992875952985,5,HA7 4PD,tube
Star Lane,51.52060426064486,0.004191002628240693,3,E16 4SR,tube
Stepney Green,51.521995758615454,-0.04738252319485509,2,E1 4AQ,tube
Stockwell,51.47215905711563,-0.12284630335652602,2,SW9 9AE,tube
Stoke Newington,51.56463749414495,-0.07233539437869028,2,N16 6YA,tube
Stonebridge Park,51.54398610565641,-0.2754004371046793,3,NW10 0RW,tube
Stoneleigh,51.363363646997875,-0.24870965347339166,5,KT17 2JA,tube
Stratford,51.54169257587399,-0.003751641027190752,3,E15 1AZ,tube
Stratford High Street,51.5381489524464,-0.0010803560037945415,3,E15 3PA,tube
Stratford International,51.5448085230875,-0.008778434012917901,3,E15 2LZ,tube
Strawberry Hill,51.439747278051925,-0.33961772438604887,5,TW1 4PP,tube
Streatham,51.425845648377425,-0.13232549573614677,3,SW16 6HP,tube
Streatham Common,51.41898445090681,-0.13572616403530707,3,SW16 5NT,tube
Streatham Hill,51.43846015875234,-0.1276814805405161,3,SW2 4PA,tube
Sudbury and Harrow Road,51.5544932686619,-0.31592623593724883,4,HA0 2HA,tube
Sudbury Hill,51.55733901102981,-0.3363921085382283,4,HA1 3RA,tube
Sudbury Hill Harrow,51.55834172569072,-0.3354466865621598,4,HA1 3RJ,tube
Sudbury Town,51.55139692710825,-0.3163434799075774,4,HA0 2LA,tube
Sundridge Park,51.413393835270476,0.02036510902919482,4,BR1 3TR,tube
Surbiton,51.3925990366125,-0.30438455443494045,6,KT6 4PE,tube
Surrey Quays,51.49326678162275,-0.04752998752630568,2,SE16 2UE,tube
Sutton,51.35950582407127,-0.19130200904498534,5,SM1 1JA,tube
Sutton Common,51.375554374568246,-0.1969199101341748,4,SM1 3HY,tube
Swiss Cottage,51.5430345616616,-0.1756266026411379,2,NW3 6HY,tube
Sydenham,51.42734116410619,-0.05508867076422299,3,SE26 5EU,tube
Sydenham Hill,51.432575758635586,-0.08023020750906708,3,SE21 7HW,tube
Syon Lane,51.481474155405564,-0.32649502836648486,4,TW7 5NT,tube
Tadworth,51.29162747942275,-0.2360080126476625,6,KT20 5SP,tube
Taplow,51.52356084157688,-0.6813848514102004,,SL6 0NU,tube
Tattenham Corner,51.3091809150244,-0.242566269387599,6,KT18 5PR,tube
Teddington,51.424496954268065,-0.3327053305694848,6,TW11 9AA,tube
Temple,51.51104042360467,-0.11372574953125439,1,WC2R 2PH,tube
Thames Ditton,51.388615519946164,-0.33829283096615254,6,KT7 0PA,tube
Theobalds Grove,51.69237253480553,-0.034748134343809224,7,EN8 7BG,tube
Therapia Lane,51.385685581839276,-0.1290171058922472,"3,4,5,6",CR0 3DD,tube
Theydon Bois,51.67255225418,0.10289073688168189,6,CM16 7EU,tube
Thornton Heath,51.398480916027154,-0.10043316453580951,4,CR7 8RX,tube
Tolworth,51.3768428600788,-0.27962011044213986,5,KT5 9NU,tube
Tooting,51.41989637122428,-0.16100247062519113,3,SW17 9JR,tube
Tooting Bec,51.435837804955476,-0.15970049083173754,3,SW17 9AH,tube
Tooting Broadway,51.42704887092591,-0.16868452577766038,3,SW17 0SU,tube
Tottenham Court Road,51.516210657936185,-0.1311104379402324,1,W1D 2DA,tube
Tottenham Hale,51.58799768229062,-0.06018782248556836,3,N17 9LR,tube
Totteridge and Whetstone,51.63024642876388,-0.17935426123339493,4,N20 9QP,tube
Tower Gateway,51.51039252305748,-0.07440987691153345,1,EC3N 1JL,tube
Tower Hill,51.51039415022928,-0.07670119812097691,1,EC3N 4DJ,tube
Tufnell Park,51.55644057500823,-0.13774217405279293,2,N19 5QB,tube
Tulse Hill,51.4397972578558,-0.10512250845882604,3,SE27 9BW,tube
Turkey Street,51.67265358634988,-0.0472299312310293,6,EN3 5TT,tube
Turnham Green,51.49518152685563,-0.2545245642842539,2,W4 1LR,tube
Turnpike Lane,51.59035796825513,-0.1028050405776601,3,N15 3NX,tube
Twickenham,51.450250410920496,-0.3288602200739823,5,TW1 1BD,tube
Twyford,51.47553252815794,-0.8633069929836112,,RG10 9NA,tube
Upminster,51.558763771001516,0.2514008048009922,6,RM14 2TD,tube
Upminster Bridge,51.55771918780094,0.23454189192904223,6,RM12 6PL,tube
Upney,51.53840581666546,0.10153174466413689,4,IG11 9LS,tube
Upper Holloway,51.56362309586845,-0.1291093626941063,2,N19 4DJ,tube
Upper Warlingham,51.308772130153464,-0.07748166156794639,6,CR3 0EP,tube
Upton Park,51.536628259878114,0.03454183972360732,3,E13 9AP,tube
Uxbridge,51.54645372786724,-0.47710154642097474,6,UB8 1JZ,tube
Vauxhall,51.48573560145266,-0.12382995197041927,"1,2",SW8 1SR,tube
Victoria,51.49642371956767,-0.14392070512630392,1,SW1E 5JX,tube
Waddon,51.36737906715266,-0.11739407581295784,5,CR0 4NA,tube
Waddon Marsh,51.37708276115934,-0.11798746414806431,"3,4,5,6",CR0 4XT,tube
Wallington,51.36033129956505,-0.15086383380492027,5,SM6 0DZ,tube
Waltham Cross,51.68525721552798,-0.026564257209644355,7,EN8 7LU,tube
Walthamstow Central,51.58301808337606,-0.019940545005550973,3,E17 7LP,tube
Walthamstow Queens Road,51.58154615511213,-0.02384394330088981,3,E17 7QZ,tube
Wandle Park,51.373400532627585,-0.1132533204383674,"3,4,5,6",CR0 4JS,tube
Wandsworth Common,51.44636533894144,-0.1635369794154477,3,SW12 8NL,tube
Wandsworth Road,51.47022297701061,-0.13903767462851535,2,SW8 4PA,tube
Wandsworth Town,51.46103377041173,-0.1879100356809231,2,SW18 1SU,tube
Wanstead,51.574902199570865,0.02876047243622503,4,E11 2NT,tube
Wanstead Park,51.5517781243521,0.026389943051784676,3,E7 0HU,tube
Wapping,51.50434022750495,-0.05586081435523968,2,E1W 3PA,tube
Warren Street,51.524579764761874,-0.13827833053848032,1,NW1 3AA,tube
Warwick Avenue,51.52310413807906,-0.1829532911134564,2,W9 2PT,tube
Waterloo,51.50314645678346,-0.11325925125819598,1,SE1 7NY,tube
Waterloo East,51.50416843357953,-0.1091536368939238,1,SE1 8NH,tube
Watford,51.6576044159566,-0.41726999672995363,7,WD18 7LE,tube
Watford High Street,51.65265306624417,-0.39169672037794695,8,WD17 2EG,tube
Watford Junction,51.66388236768592,-0.39617194802380823,,WD17 1ET,tube
Wellesley Road,51.375367381230255,-0.09752490808671423,"3,4,5,6",CR0 2DD,tube
Welling,51.464777257657985,0.10177503908920635,4,DA16 3AT,tube
Wembley Central,51.55186429753856,-0.2963923219160409,4,HA9 6AG,tube
Wembley Park,51.563322003491564,-0.2792425481111569,4,HA9 9AA,tube
Wembley Stadium,51.554654104754995,-0.2860464419726446,4,HA9 8BQ,tube
West Acton,51.51776969314101,-0.28065717090448683,3,W3 6UP,tube
West Brompton,51.48732859696135,-0.19553880967042786,2,SW5 9JX,tube
West Croydon,51.378552009432326,-0.10203429230263733,5,CR0 2TA,tube
West Drayton,51.510070447632664,-0.4721760838505147,6,UB7 9DY,tube
West Dulwich,51.440911675311916,-0.09067267591985909,3,SE21 8HN,tube
West Ealing,51.513624683972374,-0.3197829486921899,3,W13 0NQ,tube
West Finchley,51.60926242118551,-0.18891710747921014,4,N3 1NT,tube
West Ham,51.528525530726974,0.005317393832787913,3,E15 3BN,tube
West Hampstead,51.54747402267271,-0.19112658344309522,2,NW6 2LX,tube
West Hampstead Thameslink,51.548628809928914,-0.1925375175501863,2,NW6 1XJ,tube
West Harrow,51.578923661261655,-0.3538466898684307,5,HA1 4HE,tube
West India Quay,51.50676262660098,-0.02058244712808169,2,E14 4ED,tube
West Kensington,51.490109027210565,-0.20620369221802679,2,W14 9NL,tube
West Norwood,51.43124094913318,-0.1031891342990401,3,SE27 0HS,tube
West Ruislip,51.56958715703546,-0.4378601343740381,6,HA4 7WD,tube
West Silvertown,51.50288447390751,0.022246046681022418,3,E16 2AT,tube
West Sutton,51.36614980218212,-0.20464454602828344,5,SM1 2EH,tube
West Wickham,51.38128418000954,-0.014576330410962754,5,BR4 0PY,tube
Westbourne Park,51.520988514909256,-0.20088251281474612,2,W11 1AB,tube
Westcombe Park,51.48450892773305,0.01774570026305544,3,SE3 7EQ,tube
Westferry,51.50963810743974,-0.026323137101783887,2,E14 8AD,tube
Westminster,51.501401389193255,-0.1250020783467796,1,SW1A 2JR,tube
White City,51.51223207227981,-0.2246319285152728,2,W12 7RH,tube
White Hart Lane,51.60503465751185,-0.07087032653563699,3,N17 7RP,tube
Whitechapel,51.5195876908872,-0.05942048498810923,2,E1 1BY,tube
Whitton,51.44958760708497,-0.35768205341595,5,TW2 7LG,tube
Whyteleafe,51.309929187849875,-0.08113516500500571,6,CR3 0AD,tube
Whyteleafe South,51.30348968019657,-0.0767125144057694,6,CR3 0BD,tube
Willesden Green,51.54937292482699,-0.22240760124964687,"2,3",NW2 4QT,tube
Willesden Junction,51.53223356661704,-0.24390913983767806,3,NW10 4RA,tube
Wimbledon,51.4211075087935,-0.20666283344005315,3,SW19 1PS,tube
Wimbledon Chase,51.40953058388224,-0.21408976708418048,3,SW20 8DB,tube
Wimbledon Park,51.4345806287444,-0.1991862729730618,3,SW19 7DZ,tube
Winchmore Hill,51.63388669665079,-0.10091693272974836,4,N21 3NG,tube
Wood Green,51.59745355165763,-0.10952658877613092,3,N22 8HH,tube
Wood Lane,51.5096578296917,-0.22447260570993852,2,W12 7DS,tube
Wood Street,51.586669943466376,-0.0019538980131841846,4,E17 3NZ,tube
Woodford,51.607201902790344,0.034056202416625964,4,IG8 7QE,tube
Woodgrange Park,51.54905261091028,0.04457249622679908,"3,4",E7 8AA,tube
Woodmansterne,51.3190183289485,-0.15426212716203255,6,CR5 3HS,tube
Woodside,51.38709757861517,-0.0653471778556766,"3,4,5,6",SE25 5DP,tube
Woodside Park,51.61786809900362,-0.1854255027302192,4,N12 8SE,tube
Woolwich,51.4915784950453,0.07181937852628936,4,SE18 6EU,tube
Woolwich Arsenal,51.48990723258589,0.06919390669436659,4,SE18 6HX,tube
Woolwich Dockyard,51.49110788693792,0.05461234849340901,3,SE18 5JY,tube
Worcester Park,51.381104087182855,-0.2455752883081527,4,KT4 7ND,tube